,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
548,549.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,05-12-2022 00:00,Login,Skype,,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
549,550.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,05-12-2022 12:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
550,551.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,06-12-2022 01:30,Configuration,Outlook,,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
551,552.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,06-12-2019 14:15,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,aditya
552,553.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,05-12-2022 00:00,Report,Engineering_tool,,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,aditya
553,554.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,01-12-2022 20:15,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
554,555.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,02-12-2022 20:30,Page_not_load,Hr_tool,,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
555,556.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,01-12-2022 20:15,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
556,557.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,02-12-2022 20:30,Login,Outlook,,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
557,558.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,01-12-2022 20:15,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
558,559.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,02-12-2022 20:30,Finance,SAP,,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
559,560.0,sap crashing,sap crashing ,1,2,1,01-12-2022 20:15,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
560,561.0,Not able to access ERP,Not able to access ERP,1,2,1,02-12-2022 20:30,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
721,722.0,erp crash,erp crash,5,2,1,17-12-2022 12:45,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
722,723.0,erp crash,erp crash,5,2,1,13-12-2022 11:15,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
723,724.0,outlook crashing,outlook crashing,3,2,6,14-12-2022 11:15,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,raghav_it
724,725.0,outlook crashing,outlook crashing,3,2,6,15-12-2022 00:00,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,raghav_it
725,726.0,reset password,I forgot my sap account password.Want to reset it.,3,2,1,16-12-2022 00:00,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
726,727.0,visual studio code,visual studio code licence expired,3,2,2,17-12-2022 12:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
727,728.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,2,3,13-12-2022 11:15,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
728,729.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,2,4,14-12-2022 11:15,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
729,730.0,reset password,I forgot my sap account password.Want to reset it.,3,2,1,15-11-2022 00:00,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
730,731.0,reset password,I forgot my sap account password.Want to reset it.,3,2,1,16-11-2022 00:00,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
731,732.0,visual studio code,visual studio code licence expired,3,2,2,17-11-2022 12:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
732,733.0,visual studio code,visual studio code licence expired,3,2,2,13-11-2022 11:15,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
733,734.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,2,3,24-11-2022 11:15,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
762,763.0,Windows account locked,windows account locked need urgently,1,2,2,13-12-2022 12:45,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
763,764.0,sap crashing,sap crashing,1,2,2,14-12-2022 12:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
764,765.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,15-12-2022 12:45,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,aditya
765,766.0,Laptop battery,Laptop battery draining,1,2,2,16-12-2022 12:45,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
766,767.0,erp crash,erp crash,5,2,1,17-12-2022 12:45,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
767,768.0,outlook crashing,outlook crashing,3,2,6,18-12-2022 12:45,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,raghav_it
768,769.0,reset password,I forgot my sap account password.Want to reset it.,3,2,1,19-12-2022 12:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
769,770.0,visual studio code,visual studio code licence expired,3,2,2,20-12-2022 12:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
770,771.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,2,3,21-12-2022 12:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
771,772.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,2,4,22-12-2022 12:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
772,773.0,login issue,Unable to login as it shows incorrect login details,2,2,5,23-12-2022 12:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,29.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
